ID_Usuário,Idade,País,Assinaturas,Tempo_assistido,Genero_favorito,Ultimo_Login
18468,72,France,Padrao,968.24,Horror,2025-01-18
18469,48,Canada,Basico,953.59,Romance,2024-09-25
18470,65,India,Basico,674.81,Romance,2024-05-06
18471,71,Germany,Premium,546.41,Horror,2024-11-19
18472,70,UK,Basico,248.72,Acao,2024-09-07
18473,78,Mexico,Padrao,959.01,Documentario,2024-06-17
18474,63,Japan,Padrao,734.11,Romance,2024-10-08
18475,27,Canada,Basico,588.87,Drama,2024-07-21
18476,15,France,Basico,471.8,Documentario,2024-04-23
18477,50,India,Premium,198.87,Horror,2024-11-04
18478,48,USA,Padrao,81.98,Documentario,2024-10-07
18479,50,Australia,Basico,534.4,Documentario,2024-05-22
18480,23,Australia,Padrao,734.09,Romance,2025-02-15
18481,65,Japan,Premium,72.39,Documentario,2024-11-07
18482,27,India,Basico,697.37,Drama,2024-12-06
18483,41,USA,Basico,429.62,Comedia,2024-06-08
18484,68,Brazil,Basico,683.76,Comedia,2024-12-31
18485,63,Germany,Padrao,303.9,Ficcao cientifica,2024-09-16
18486,16,Canada,Padrao,770.56,Horror,2024-06-14
18487,34,UK,Premium,274.76,Horror,2024-11-29
18488,40,Japan,Basico,482.79,Documentario,2024-11-19
18489,46,Australia,Padrao,243.44,Ficcao cientifica,2024-04-02
18490,61,Mexico,Padrao,106.81,Drama,2024-06-06
18491,40,UK,Padrao,382.57,Comedia,2024-10-19
18492,63,Germany,Basico,976.82,Ficcao cientifica,2024-10-29
18493,62,Germany,Premium,989.83,Comedia,2024-10-25
18494,69,Brazil,Premium,298.53,Acao,2025-02-02
18495,79,India,Basico,200.72,Horror,2024-05-20
18496,49,UK,Premium,771.8,Acao,2024-06-02
18497,73,Brazil,Basico,859.58,Documentario,2024-11-10
18498,19,Germany,Padrao,22.74,Ficcao cientifica,2024-06-11
18499,48,Canada,Premium,105.92,Documentario,2024-10-10
18500,59,Mexico,Premium,972.61,Romance,2024-06-23
18501,41,India,Padrao,954.65,Romance,2025-01-05
18502,68,India,Padrao,289.37,Drama,2024-09-14
18503,13,Mexico,Basico,494.51,Romance,2024-03-17
18504,72,UK,Premium,627.74,Comedia,2025-02-01
18505,65,UK,Padrao,300.45,Horror,2024-05-25
18506,39,France,Padrao,218.69,Comedia,2024-05-10
18507,51,Germany,Padrao,128.72,Horror,2024-05-30
18508,60,UK,Basico,25.88,Ficcao cientifica,2025-01-30
18509,24,India,Premium,138.34,Ficcao cientifica,2024-11-26
18510,15,Japan,Premium,764.23,Horror,2025-02-22
18511,53,India,Padrao,213.18,Comedia,2024-12-10
18512,15,UK,Premium,147.89,Ficcao cientifica,2024-10-25
18513,80,India,Basico,539.84,Romance,2025-03-06
18514,33,Mexico,Premium,596.65,Comedia,2025-01-27
18515,23,Germany,Padrao,523.22,Romance,2024-08-20
18516,16,Brazil,Padrao,779.91,Romance,2024-12-14
18517,20,USA,Padrao,184.97,Comedia,2024-08-15
18518,49,Japan,Basico,383.55,Romance,2024-03-15
18519,31,Mexico,Premium,987.13,Horror,2025-01-25
18520,62,Brazil,Padrao,700.97,Romance,2025-01-20
18521,16,Germany,Basico,594.05,Acao,2024-06-27
18522,45,France,Padrao,628.96,Horror,2024-04-18
18523,38,UK,Basico,64.65,Romance,2024-12-30
18524,40,Australia,Premium,25.05,Comedia,2024-11-16
18525,19,Japan,Basico,779.21,Drama,2024-05-15
18526,48,UK,Basico,165.11,Comedia,2024-12-19
18527,34,Canada,Basico,191.52,Documentario,2024-06-18
18528,16,Canada,Padrao,604.95,Horror,2024-07-19
18529,59,Australia,Padrao,525.61,Horror,2024-05-11
18530,23,Mexico,Premium,698.79,Comedia,2024-05-09
18531,35,Germany,Basico,943.47,Documentario,2024-07-12
18532,22,Brazil,Basico,936.77,Romance,2025-02-16
18533,27,Canada,Premium,32.3,Drama,2024-08-15
18534,41,Mexico,Premium,878.09,Comedia,2025-02-08
18535,20,Mexico,Basico,714.22,Drama,2024-06-19
18536,17,UK,Padrao,623.01,Horror,2024-11-29
18537,77,Japan,Basico,79.12,Drama,2024-04-10
18538,14,Canada,Premium,755.39,Romance,2024-04-02
18539,23,Germany,Premium,844.99,Drama,2025-01-02
18540,53,France,Basico,557.64,Comedia,2024-08-11
18541,39,Germany,Premium,567.67,Ficcao cientifica,2024-12-21
18542,44,UK,Basico,41.39,Comedia,2024-11-07
18543,19,Germany,Padrao,406.9,Ficcao cientifica,2024-10-02
18544,22,Australia,Basico,127.78,Documentario,2024-09-24
18545,46,Germany,Premium,394.09,Acao,2024-12-07
18546,65,India,Basico,992.17,Drama,2024-09-05
18547,41,France,Premium,78.79,Ficcao cientifica,2024-10-12
18548,54,UK,Basico,270.23,Ficcao cientifica,2024-08-05
18549,52,India,Premium,371.29,Horror,2024-04-21
18550,16,Germany,Premium,905.76,Comedia,2024-10-09
18551,55,Japan,Premium,618.41,Documentario,2024-10-29
18552,55,Australia,Basico,606.69,Drama,2024-06-21
18553,25,France,Premium,223.6,Documentario,2024-09-10
18554,60,Canada,Premium,281.58,Documentario,2024-03-11
18555,45,Japan,Basico,332.11,Horror,2025-02-27
18556,29,USA,Basico,928.12,Documentario,2024-06-13
18557,53,Australia,Premium,303.94,Drama,2025-03-02
18558,49,Germany,Padrao,174.31,Acao,2024-06-12
18559,79,Australia,Basico,551.39,Drama,2024-04-08
18560,33,Mexico,Premium,525.2,Horror,2025-03-01
18561,51,USA,Basico,251.4,Comedia,2025-02-22
18562,80,Japan,Premium,233.32,Horror,2024-11-28
18563,28,Germany,Padrao,37.73,Romance,2024-06-07
18564,58,India,Premium,382.28,Horror,2024-06-21
18565,43,UK,Basico,55.68,Romance,2024-06-12
18566,22,Japan,Padrao,158.73,Acao,2024-05-22
18567,62,Mexico,Premium,125.42,Acao,2024-07-14
18568,78,Japan,Padrao,664.77,Drama,2024-10-23
18569,70,France,Premium,491.82,Ficcao cientifica,2024-09-08
18570,21,Australia,Basico,889.09,Horror,2024-10-30
18571,68,Brazil,Padrao,338.94,Drama,2024-03-23
18572,79,UK,Basico,578.96,Horror,2024-04-07
18573,22,France,Basico,889.44,Comedia,2024-07-16
18574,63,India,Padrao,886.59,Comedia,2024-07-27
18575,73,Australia,Padrao,747.44,Documentario,2024-10-31
18576,43,India,Premium,157.62,Horror,2024-08-23
18577,32,Canada,Padrao,545.74,Horror,2024-05-06
18578,37,France,Premium,633.87,Drama,2024-08-25
18579,32,India,Premium,373.66,Ficcao cientifica,2024-12-17
18580,64,Australia,Padrao,247.16,Acao,2024-10-30
18581,76,Australia,Padrao,205.34,Drama,2024-10-05
18582,80,Mexico,Padrao,280.34,Romance,2024-10-21
18583,71,Germany,Basico,841.32,Documentario,2024-10-07
18584,35,Australia,Padrao,940.71,Drama,2024-08-06
18585,69,USA,Basico,215.12,Ficcao cientifica,2024-09-15
18586,38,Germany,Padrao,601.26,Romance,2025-01-25
18587,62,Germany,Premium,814.12,Comedia,2024-10-29
18588,28,Germany,Basico,149.45,Comedia,2024-11-25
18589,63,USA,Padrao,364.18,Horror,2024-09-14
18590,52,India,Padrao,593.94,Horror,2024-09-06
18591,21,France,Basico,273.49,Drama,2024-11-25
18592,25,India,Premium,679.93,Ficcao cientifica,2024-12-21
18593,41,Australia,Premium,609.91,Comedia,2024-11-06
18594,25,Japan,Basico,735.14,Romance,2024-09-18
18595,37,Australia,Premium,333.43,Comedia,2024-07-18
18596,45,Mexico,Premium,626.7,Documentario,2024-10-30
18597,61,France,Premium,32.99,Horror,2024-06-30
18598,68,UK,Padrao,112.73,Ficcao cientifica,2025-02-15
18599,56,Australia,Basico,375.41,Acao,2024-07-03
18600,20,Mexico,Padrao,173.94,Drama,2024-09-11
18601,47,Mexico,Basico,741.93,Ficcao cientifica,2024-04-11
18602,46,Canada,Premium,520.87,Drama,2024-09-21
18603,27,Japan,Basico,663.42,Documentario,2024-10-31
18604,60,UK,Basico,17.5,Documentario,2025-02-15
18605,35,Japan,Basico,310.37,Acao,2024-07-27
18606,74,Japan,Padrao,822.25,Comedia,2024-12-19
18607,22,Brazil,Padrao,715.77,Documentario,2024-10-17
18608,79,Mexico,Premium,187.63,Documentario,2024-12-07
18609,33,Japan,Basico,97.67,Documentario,2024-04-23
18610,65,Australia,Premium,244.68,Ficcao cientifica,2024-11-29
18611,58,UK,Basico,462.21,Acao,2025-02-08
18612,54,Japan,Premium,307.43,Ficcao cientifica,2024-07-26
18613,28,Australia,Basico,961.05,Comedia,2024-07-28
18614,29,France,Premium,451.93,Ficcao cientifica,2024-03-14
18615,63,UK,Padrao,750.82,Documentario,2024-11-07
18616,67,UK,Basico,727.55,Documentario,2024-12-03
18617,67,Canada,Premium,629.56,Acao,2025-02-12
18618,48,Australia,Premium,761.14,Drama,2025-01-14
18619,73,France,Basico,768.21,Acao,2025-02-28
18620,25,Canada,Padrao,625.69,Romance,2024-03-25
18621,26,Brazil,Basico,760.39,Ficcao cientifica,2024-09-23
18622,59,USA,Basico,652.29,Documentario,2024-11-16
18623,28,Mexico,Premium,570.13,Romance,2024-08-12
18624,40,Canada,Padrao,227.15,Horror,2024-03-23
18625,53,France,Padrao,791.24,Acao,2024-12-07
18626,26,UK,Padrao,605.62,Drama,2024-07-26
18627,56,France,Premium,63.57,Ficcao cientifica,2024-03-13
18628,71,France,Premium,836.97,Drama,2024-09-11
18629,30,Canada,Basico,644.3,Horror,2024-03-11
18630,38,Mexico,Padrao,768.97,Documentario,2025-01-28
18631,40,Germany,Basico,607.94,Drama,2024-06-16
18632,17,Brazil,Premium,490.24,Comedia,2024-05-03
18633,49,Australia,Padrao,650.03,Comedia,2024-07-11
18634,64,Germany,Basico,115.9,Acao,2024-11-19
18635,34,Mexico,Padrao,843.31,Documentario,2024-12-20
18636,15,UK,Premium,672.48,Horror,2025-01-05
18637,42,USA,Basico,712.7,Drama,2024-10-15
18638,28,UK,Premium,401.68,Acao,2024-07-19
18639,27,Australia,Padrao,501.86,Horror,2024-09-26
18640,61,Japan,Premium,25.94,Comedia,2024-09-24
18641,20,Japan,Premium,184.2,Romance,2024-11-12
18642,80,USA,Premium,72.78,Drama,2024-03-31
18643,61,Australia,Padrao,166.84,Acao,2024-11-30
18644,63,USA,Basico,986.04,Drama,2024-03-09
18645,57,UK,Basico,45.74,Comedia,2024-09-09
18646,75,France,Basico,470.01,Ficcao cientifica,2024-10-28
18647,38,Germany,Premium,947.06,Horror,2024-07-15
18648,34,Brazil,Padrao,626.89,Drama,2024-07-21
18649,48,Japan,Padrao,24.3,Horror,2024-09-24
18650,17,Canada,Premium,806.91,Ficcao cientifica,2024-05-27
18651,61,Canada,Premium,183.98,Drama,2024-06-30
18652,39,Germany,Padrao,57.87,Romance,2024-12-14
18653,19,France,Padrao,824.78,Acao,2024-04-15
18654,23,USA,Padrao,76.39,Comedia,2025-02-13
18655,28,Mexico,Premium,438.0,Drama,2024-04-20
18656,68,Japan,Premium,519.08,Acao,2024-09-23
18657,41,Canada,Padrao,170.52,Ficcao cientifica,2025-01-24
18658,43,Japan,Padrao,818.41,Documentario,2025-01-21
18659,70,Germany,Premium,555.63,Documentario,2024-05-06
18660,18,Japan,Premium,898.33,Horror,2024-04-11
18661,48,USA,Premium,896.14,Documentario,2024-03-28
18662,68,India,Padrao,909.18,Documentario,2024-04-19
18663,51,Canada,Premium,657.46,Drama,2024-06-10
18664,65,USA,Padrao,378.08,Ficcao cientifica,2025-02-01
18665,78,Germany,Basico,79.5,Horror,2024-04-12
18666,48,India,Padrao,774.19,Ficcao cientifica,2024-11-30
18667,34,Japan,Padrao,25.2,Romance,2024-08-19
18668,18,France,Basico,833.9,Romance,2024-08-27
18669,21,Australia,Padrao,284.67,Comedia,2024-08-17
18670,40,USA,Premium,968.09,Ficcao cientifica,2025-01-09
18671,71,Japan,Premium,131.12,Acao,2024-10-28
18672,47,Mexico,Basico,579.43,Documentario,2024-07-29
18673,78,Brazil,Basico,11.02,Horror,2024-04-04
18674,76,Australia,Padrao,436.54,Acao,2025-03-06
18675,48,UK,Premium,814.67,Acao,2024-10-31
18676,21,Canada,Padrao,816.86,Horror,2024-09-27
18677,35,UK,Basico,16.97,Acao,2024-06-17
18678,56,Canada,Basico,407.65,Romance,2024-11-11
18679,14,France,Basico,852.33,Horror,2024-11-06
18680,50,India,Basico,642.3,Comedia,2024-08-29
18681,21,Germany,Premium,711.71,Ficcao cientifica,2025-01-18
18682,44,UK,Basico,347.96,Ficcao cientifica,2024-03-20
18683,16,Australia,Basico,710.47,Drama,2024-12-15
18684,45,Mexico,Basico,236.31,Comedia,2024-09-22
18685,66,France,Basico,683.24,Drama,2024-10-09
18686,76,Brazil,Padrao,255.63,Acao,2025-01-14
18687,40,UK,Basico,445.05,Horror,2024-08-01
18688,19,France,Basico,559.12,Romance,2024-05-02
18689,14,France,Padrao,521.18,Comedia,2024-05-16
18690,57,Mexico,Padrao,753.85,Horror,2025-01-21
18691,28,USA,Padrao,553.92,Horror,2024-12-04
18692,41,Canada,Basico,889.42,Acao,2025-02-27
18693,24,Germany,Premium,100.99,Acao,2024-04-28
18694,72,Australia,Padrao,522.89,Ficcao cientifica,2024-09-14
18695,38,USA,Basico,395.8,Ficcao cientifica,2025-03-02
18696,70,Japan,Basico,530.78,Acao,2024-09-30
18697,80,France,Basico,991.05,Horror,2024-12-24
18698,73,India,Basico,483.45,Romance,2024-12-05
18699,57,UK,Basico,503.56,Acao,2024-12-12
18700,42,Japan,Basico,508.32,Romance,2024-06-22
18701,26,Brazil,Padrao,902.95,Acao,2024-08-27
18702,14,Canada,Basico,159.87,Ficcao cientifica,2024-04-08
18703,77,Japan,Basico,183.84,Ficcao cientifica,2024-08-12
18704,55,Japan,Padrao,151.82,Drama,2024-11-08
18705,42,France,Padrao,696.85,Horror,2024-06-06
18706,65,Japan,Padrao,747.53,Acao,2024-12-29
18707,13,USA,Padrao,761.6,Drama,2025-02-18
18708,24,Australia,Basico,935.22,Acao,2024-06-05
18709,17,India,Premium,734.97,Comedia,2025-01-03
18710,71,UK,Padrao,30.38,Romance,2024-09-22
18711,28,Canada,Premium,506.38,Acao,2024-10-07
18712,63,Brazil,Padrao,225.91,Comedia,2024-11-03
18713,76,India,Premium,343.1,Drama,2024-10-13
18714,13,India,Premium,12.9,Comedia,2024-08-05
18715,20,Brazil,Premium,141.97,Acao,2024-12-01
18716,60,Mexico,Basico,967.83,Romance,2024-08-29
18717,57,UK,Padrao,120.05,Documentario,2024-04-17
18718,51,UK,Basico,413.83,Documentario,2024-12-28
18719,74,Brazil,Basico,899.91,Documentario,2024-07-05
18720,16,France,Padrao,412.1,Documentario,2024-10-26
18721,18,USA,Padrao,440.14,Drama,2024-10-10
18722,43,India,Premium,395.06,Acao,2025-01-18
18723,61,USA,Padrao,290.49,Horror,2025-01-30
18724,61,Canada,Basico,269.31,Drama,2025-01-30
18725,80,USA,Padrao,978.78,Comedia,2024-10-26
18726,79,UK,Premium,969.96,Documentario,2024-10-06
18727,46,France,Padrao,898.61,Horror,2024-04-29
18728,18,USA,Premium,622.89,Comedia,2024-10-01
18729,72,Brazil,Premium,191.86,Acao,2024-09-23
18730,42,USA,Premium,558.98,Acao,2024-07-05
18731,28,Mexico,Basico,91.39,Romance,2025-01-21
18732,17,France,Basico,803.28,Comedia,2025-02-01
18733,16,UK,Padrao,10.55,Comedia,2024-07-05
18734,47,USA,Premium,809.59,Acao,2024-03-30
18735,16,Mexico,Padrao,849.64,Horror,2024-12-22
18736,50,Japan,Basico,564.52,Documentario,2024-08-20
18737,62,Canada,Padrao,561.43,Drama,2024-11-25
18738,23,USA,Basico,314.86,Comedia,2024-08-28
18739,64,Canada,Padrao,220.84,Documentario,2024-06-01
18740,49,UK,Padrao,367.19,Comedia,2025-02-10
18741,14,France,Basico,659.47,Comedia,2024-08-09
18742,39,UK,Padrao,440.23,Acao,2024-08-28
18743,63,USA,Padrao,738.56,Romance,2024-11-28
18744,67,Mexico,Basico,103.34,Comedia,2024-10-20
18745,56,UK,Padrao,956.57,Ficcao cientifica,2025-02-14
18746,37,Japan,Premium,407.71,Acao,2024-11-08
18747,40,UK,Padrao,196.68,Ficcao cientifica,2024-08-01
18748,68,Australia,Premium,697.29,Documentario,2024-10-31
18749,72,India,Premium,610.06,Acao,2024-10-31
18750,28,USA,Premium,646.73,Documentario,2024-09-20
18751,77,India,Padrao,811.88,Acao,2024-12-27
18752,13,Brazil,Premium,820.01,Documentario,2024-05-13
18753,14,Canada,Premium,224.78,Acao,2024-04-03
18754,53,Mexico,Basico,908.71,Horror,2024-10-25
18755,31,UK,Padrao,444.35,Ficcao cientifica,2024-06-04
18756,36,India,Premium,96.93,Comedia,2024-06-16
18757,47,Australia,Padrao,239.07,Ficcao cientifica,2024-05-27
18758,17,Australia,Padrao,808.05,Acao,2025-02-16
18759,23,Germany,Premium,962.85,Documentario,2024-11-05
18760,54,Japan,Premium,532.93,Horror,2024-08-19
18761,19,Japan,Basico,390.81,Romance,2024-12-18
18762,59,Brazil,Premium,416.17,Horror,2024-04-04
18763,65,Canada,Padrao,422.09,Horror,2024-04-28
18764,41,India,Padrao,434.33,Romance,2024-03-24
18765,57,UK,Padrao,809.99,Romance,2024-04-30
18766,50,Canada,Basico,98.19,Drama,2024-12-17
18767,49,USA,Basico,252.96,Documentario,2025-01-23
18768,63,Brazil,Premium,845.55,Documentario,2025-01-25
18769,40,Canada,Basico,231.39,Horror,2024-09-23
18770,19,France,Premium,875.06,Acao,2024-08-13
18771,65,UK,Padrao,838.51,Ficcao cientifica,2024-06-26
18772,31,Mexico,Premium,292.14,Comedia,2024-07-10
18773,13,UK,Basico,379.78,Horror,2024-08-01
18774,21,Germany,Premium,88.23,Documentario,2024-09-01
18775,77,UK,Premium,896.72,Documentario,2024-11-12
18776,18,India,Padrao,565.57,Ficcao cientifica,2025-02-20
18777,52,France,Padrao,60.49,Drama,2024-05-27
18778,74,Japan,Premium,175.06,Horror,2024-05-13
18779,14,India,Padrao,42.28,Ficcao cientifica,2025-03-02
18780,78,UK,Basico,666.25,Ficcao cientifica,2025-01-16
18781,41,Mexico,Padrao,298.09,Comedia,2024-12-03
18782,37,Canada,Padrao,945.21,Comedia,2025-01-26
18783,49,USA,Basico,354.82,Acao,2024-11-23
18784,22,France,Basico,821.98,Drama,2024-11-07
18785,47,Mexico,Padrao,574.61,Romance,2024-10-01
18786,52,Germany,Premium,270.23,Ficcao cientifica,2024-12-31
18787,76,Canada,Padrao,332.48,Ficcao cientifica,2024-08-27
18788,42,Canada,Basico,859.57,Acao,2024-05-18
18789,67,Australia,Premium,635.55,Horror,2024-08-29
18790,26,India,Premium,39.97,Romance,2025-01-07
18791,40,USA,Premium,691.07,Horror,2025-02-06
18792,69,Germany,Premium,364.7,Horror,2024-06-13
18793,52,Mexico,Padrao,250.67,Ficcao cientifica,2024-08-28
18794,56,USA,Padrao,647.85,Documentario,2024-04-14
18795,45,Mexico,Premium,293.97,Documentario,2024-03-20
18796,61,Canada,Premium,798.66,Ficcao cientifica,2024-07-27
18797,14,Germany,Basico,930.53,Acao,2024-12-10
18798,26,USA,Basico,501.51,Acao,2024-07-12
18799,23,France,Padrao,347.95,Ficcao cientifica,2025-02-07
18800,44,India,Padrao,614.4,Horror,2024-11-02
18801,32,UK,Premium,659.13,Horror,2024-09-29
18802,39,Japan,Basico,235.53,Romance,2024-07-22
18803,71,USA,Padrao,746.88,Documentario,2024-10-13
18804,49,India,Premium,177.75,Romance,2025-01-30
18805,64,Japan,Padrao,123.54,Horror,2024-06-18
18806,14,Mexico,Basico,977.73,Horror,2024-12-22
18807,14,Germany,Basico,612.68,Ficcao cientifica,2024-11-08
18808,74,Brazil,Basico,569.33,Romance,2024-12-09
18809,20,Brazil,Basico,487.86,Horror,2024-07-07
18810,43,India,Premium,563.73,Drama,2024-11-29
18811,46,Mexico,Padrao,974.68,Romance,2024-06-14
18812,21,Mexico,Premium,10.38,Documentario,2025-01-18
18813,14,Canada,Padrao,497.08,Comedia,2024-11-01
18814,26,USA,Premium,23.66,Acao,2025-01-22
18815,16,USA,Basico,967.05,Documentario,2024-04-09
18816,68,India,Basico,811.55,Horror,2024-11-16
18817,51,USA,Basico,799.58,Ficcao cientifica,2024-09-01
18818,72,Canada,Padrao,38.53,Documentario,2025-02-04
18819,14,Japan,Premium,436.33,Acao,2024-07-10
18820,20,USA,Premium,100.28,Drama,2024-07-14
18821,60,USA,Padrao,889.93,Acao,2024-10-01
18822,55,UK,Premium,349.31,Comedia,2024-09-17
18823,43,USA,Basico,435.03,Comedia,2025-02-12
18824,63,India,Padrao,413.0,Acao,2024-12-28
18825,70,UK,Premium,174.22,Acao,2024-04-07
18826,47,Brazil,Premium,387.56,Horror,2024-07-30
18827,74,India,Premium,964.87,Documentario,2024-06-02
18828,24,USA,Premium,945.39,Documentario,2025-02-08
18829,39,France,Premium,529.08,Comedia,2024-06-03
18830,62,India,Basico,80.37,Comedia,2024-08-17
18831,75,France,Basico,520.9,Drama,2025-01-26
18832,58,Australia,Premium,358.36,Drama,2024-07-18
18833,15,Brazil,Premium,16.13,Horror,2025-02-01
18834,43,Mexico,Premium,768.76,Drama,2024-10-04
18835,34,Canada,Premium,288.9,Acao,2024-08-14
18836,41,Brazil,Premium,54.21,Horror,2024-04-28
18837,57,Australia,Premium,859.43,Documentario,2024-07-23
18838,47,France,Padrao,648.6,Horror,2024-10-18
18839,49,Mexico,Premium,168.03,Acao,2024-11-10
18840,20,Canada,Premium,651.91,Romance,2024-05-25
18841,18,UK,Basico,850.58,Romance,2025-02-20
18842,69,Brazil,Premium,558.15,Ficcao cientifica,2024-12-30
18843,35,Japan,Premium,815.69,Drama,2024-05-04
18844,20,Mexico,Padrao,752.24,Romance,2024-11-05
18845,55,France,Padrao,671.56,Documentario,2024-09-06
18846,32,Japan,Premium,715.37,Drama,2025-02-14
18847,55,India,Basico,804.74,Comedia,2025-01-27
18848,71,France,Basico,155.4,Documentario,2025-02-22
18849,44,Australia,Basico,87.58,Drama,2024-04-16
18850,56,Brazil,Padrao,534.44,Documentario,2024-09-04
18851,40,Germany,Premium,413.69,Ficcao cientifica,2024-06-06
18852,34,India,Padrao,885.39,Ficcao cientifica,2024-10-13
18853,32,Germany,Premium,693.72,Romance,2024-09-19
18854,42,Japan,Premium,585.87,Horror,2024-08-05
18855,52,France,Basico,560.62,Drama,2024-12-15
18856,58,UK,Padrao,285.75,Documentario,2024-07-01
18857,23,USA,Basico,466.76,Documentario,2025-03-03
18858,21,Canada,Premium,256.24,Acao,2024-09-03
18859,76,India,Basico,441.14,Comedia,2025-02-10
18860,45,UK,Basico,895.61,Documentario,2024-04-10
18861,77,France,Padrao,685.28,Romance,2024-12-28
18862,53,Japan,Premium,161.47,Horror,2024-11-29
18863,63,Mexico,Basico,481.84,Documentario,2024-11-20
18864,48,USA,Padrao,621.07,Comedia,2025-01-18
18865,19,Mexico,Padrao,114.55,Romance,2024-04-11
18866,36,UK,Padrao,666.97,Comedia,2024-06-14
18867,24,USA,Padrao,452.12,Romance,2025-03-06
18868,78,Germany,Basico,411.59,Drama,2024-07-29
18869,60,Japan,Basico,438.03,Comedia,2024-12-18
18870,17,India,Padrao,509.0,Acao,2025-01-27
18871,39,Canada,Padrao,444.99,Acao,2024-06-03
18872,46,USA,Premium,957.64,Comedia,2024-11-19
18873,72,UK,Premium,7.23,Comedia,2025-02-14
18874,48,Mexico,Premium,790.65,Ficcao cientifica,2024-03-09
18875,31,USA,Basico,827.34,Drama,2024-04-07
18876,19,France,Premium,489.89,Comedia,2024-03-08
18877,65,Australia,Padrao,319.08,Drama,2025-01-11
18878,14,Canada,Padrao,292.51,Acao,2024-03-22
18879,38,UK,Basico,388.23,Comedia,2024-05-25
18880,45,USA,Premium,248.65,Documentario,2024-06-05
18881,59,France,Premium,5.14,Horror,2024-08-20
18882,15,USA,Premium,156.85,Romance,2024-05-10
18883,72,Brazil,Basico,938.15,Documentario,2024-03-17
18884,55,Canada,Padrao,174.35,Comedia,2024-05-04
18885,40,USA,Basico,428.27,Acao,2024-09-05
18886,25,UK,Padrao,345.76,Romance,2024-06-23
18887,39,Japan,Padrao,761.34,Documentario,2024-12-18
18888,41,Australia,Basico,222.07,Comedia,2025-01-11
18889,40,UK,Padrao,145.16,Romance,2025-01-17
18890,69,Canada,Padrao,425.19,Documentario,2025-02-19
18891,56,UK,Premium,418.42,Drama,2025-01-14
18892,29,Japan,Padrao,726.02,Acao,2024-03-18
18893,20,Canada,Padrao,476.28,Acao,2024-06-16
18894,26,France,Padrao,561.04,Comedia,2024-08-22
18895,36,Brazil,Premium,496.58,Romance,2024-09-11
18896,55,Canada,Padrao,436.5,Romance,2024-07-31
18897,74,USA,Premium,912.75,Romance,2024-07-07
18898,23,Australia,Padrao,564.81,Drama,2024-12-04
18899,41,Mexico,Premium,394.22,Documentario,2024-11-03
18900,55,Germany,Premium,507.04,Horror,2024-05-24
18901,39,India,Premium,582.85,Documentario,2024-08-08
18902,43,India,Basico,290.72,Ficcao cientifica,2024-12-05
18903,65,Canada,Padrao,11.23,Ficcao cientifica,2025-01-12
18904,24,Australia,Premium,233.83,Documentario,2024-06-21
18905,50,Mexico,Basico,920.36,Horror,2025-03-03
18906,23,India,Premium,100.54,Acao,2024-08-17
18907,73,Japan,Padrao,553.3,Drama,2024-04-21
18908,79,Brazil,Premium,166.86,Romance,2024-12-18
18909,14,Mexico,Basico,369.34,Acao,2024-03-09
18910,28,UK,Basico,367.15,Drama,2024-03-08
18911,67,Brazil,Premium,321.79,Ficcao cientifica,2024-04-14
18912,29,Japan,Basico,842.8,Romance,2024-04-23
18913,76,Mexico,Basico,266.68,Comedia,2024-10-12
18914,33,USA,Premium,57.64,Documentario,2024-11-15
18915,37,Australia,Basico,780.56,Drama,2024-12-30
18916,42,UK,Padrao,522.2,Romance,2024-12-05
18917,45,Canada,Premium,989.93,Acao,2024-12-08
18918,27,UK,Basico,369.33,Horror,2024-08-09
18919,27,Germany,Padrao,610.35,Romance,2024-08-29
18920,51,India,Premium,685.52,Acao,2024-10-04
18921,80,France,Premium,917.37,Drama,2024-05-23
18922,56,Germany,Padrao,379.98,Drama,2025-01-03
18923,19,UK,Premium,688.66,Drama,2024-08-29
18924,43,Japan,Basico,271.45,Drama,2024-09-26
18925,59,UK,Padrao,817.73,Comedia,2024-07-13
18926,59,Germany,Padrao,793.68,Documentario,2024-09-16
18927,70,Brazil,Basico,58.76,Ficcao cientifica,2024-09-03
18928,55,France,Premium,171.97,Ficcao cientifica,2024-11-22
18929,22,Germany,Padrao,917.17,Ficcao cientifica,2024-06-23
18930,31,Canada,Basico,759.52,Documentario,2025-01-28
18931,41,Canada,Premium,829.83,Ficcao cientifica,2024-07-28
18932,62,Canada,Padrao,141.06,Ficcao cientifica,2024-05-08
18933,24,Australia,Padrao,803.58,Romance,2025-02-03
18934,43,Japan,Padrao,278.59,Drama,2024-10-19
18935,13,Brazil,Padrao,951.72,Romance,2024-12-18
18936,66,Canada,Padrao,313.4,Drama,2025-02-20
18937,36,USA,Padrao,159.6,Romance,2024-07-01
18938,44,Canada,Padrao,872.09,Comedia,2024-07-28
18939,40,Mexico,Basico,297.83,Romance,2024-10-07
18940,42,Canada,Premium,260.95,Documentario,2024-11-14
18941,30,USA,Basico,499.7,Acao,2024-04-25
18942,41,France,Padrao,326.44,Drama,2025-01-21
18943,18,Brazil,Premium,924.11,Acao,2025-02-19
18944,17,USA,Basico,658.07,Ficcao cientifica,2024-11-28
18945,45,Mexico,Padrao,234.21,Horror,2024-12-06
18946,29,Canada,Padrao,59.9,Ficcao cientifica,2024-10-25
18947,23,Australia,Padrao,154.43,Horror,2024-07-05
18948,79,Mexico,Basico,486.17,Comedia,2025-01-16
